Time,Unix Time,Bit Depth (Feet),Depth (Feet),ROP (ft/hr)
12/30/20 0:25:47,1609287947,8696.1,8699.3,0
12/30/20 0:25:48,1609287948,8696.1,8699.3,0
12/30/20 0:25:49,1609287949,8696.1,8699.3,0
12/30/20 0:25:50,1609287950,8696.1,8699.3,0
12/30/20 0:25:51,1609287951,8696.1,8699.3,0
12/30/20 0:25:52,1609287952,8696.1,8699.3,0
12/30/20 0:25:53,1609287953,8696.1,8699.3,0
12/30/20 0:25:54,1609287954,8696.1,8699.3,0
12/30/20 0:25:55,1609287955,8696.1,8699.3,0
12/30/20 0:25:56,1609287956,8696.1,8699.3,0
12/30/20 0:25:57,1609287957,8696.1,8699.3,0
12/30/20 0:25:58,1609287958,8696.1,8699.3,0
12/30/20 0:25:59,1609287959,8696.1,8699.3,0
12/30/20 0:26:00,1609287960,8696.1,8699.3,0
12/30/20 0:26:01,1609287961,8696.1,8699.3,0
12/30/20 0:26:02,1609287962,8696.1,8699.3,0
12/30/20 0:26:03,1609287963,8696.1,8699.3,0
12/30/20 0:26:04,1609287964,8696.1,8699.3,0
12/30/20 0:26:05,1609287965,8696.1,8699.3,0
12/30/20 0:26:06,1609287966,8696.1,8699.3,0
12/30/20 0:26:07,1609287967,8696.1,8699.3,0
12/30/20 0:26:08,1609287968,8696.1,8699.3,0
12/30/20 0:26:09,1609287969,8696.1,8699.3,0
12/30/20 0:26:10,1609287970,8696.1,8699.3,0
12/30/20 0:26:11,1609287971,8696.1,8699.3,0
12/30/20 0:26:12,1609287972,8696.1,8699.3,0
12/30/20 0:26:13,1609287973,8696.1,8699.3,0
12/30/20 0:26:14,1609287974,8696.1,8699.3,0
12/30/20 0:26:15,1609287975,8696.1,8699.3,0
12/30/20 0:26:16,1609287976,8696.1,8699.3,0
12/30/20 0:26:17,1609287977,8696.1,8699.3,0
12/30/20 0:26:18,1609287978,8696.1,8699.3,0
12/30/20 0:26:19,1609287979,8696.1,8699.3,0
12/30/20 0:26:20,1609287980,8696.1,8699.3,0
12/30/20 0:26:21,1609287981,8696.1,8699.3,0
12/30/20 0:26:22,1609287982,8696.1,8699.3,0
12/30/20 0:26:23,1609287983,8696.1,8699.3,0
12/30/20 0:26:24,1609287984,8696.1,8699.3,0
12/30/20 0:26:25,1609287985,8696.1,8699.3,0
12/30/20 0:26:26,1609287986,8696.1,8699.3,0
12/30/20 0:26:27,1609287987,8696.1,8699.3,0
12/30/20 0:26:28,1609287988,8696.1,8699.3,0
12/30/20 0:26:29,1609287989,8696.1,8699.3,0
12/30/20 0:26:30,1609287990,8696.1,8699.3,0
12/30/20 0:26:31,1609287991,8696.1,8699.3,0
12/30/20 0:26:32,1609287992,8696.1,8699.3,0
12/30/20 0:26:33,1609287993,8696.1,8699.3,0
12/30/20 0:26:35,1609287995,8696.1,8699.3,0
12/30/20 0:26:36,1609287996,8696.1,8699.3,0
12/30/20 0:26:37,1609287997,8696.1,8699.3,0
12/30/20 0:26:38,1609287998,8696.1,8699.3,0
12/30/20 0:26:39,1609287999,8696.1,8699.3,0
12/30/20 0:26:40,1609288000,8696.1,8699.3,0
12/30/20 0:26:41,1609288001,8696.1,8699.3,0
12/30/20 0:26:42,1609288002,8696.1,8699.3,0
12/30/20 0:26:43,1609288003,8696.1,8699.3,0
12/30/20 0:26:44,1609288004,8696.1,8699.3,0
12/30/20 0:26:45,1609288005,8696.1,8699.3,0
12/30/20 0:26:46,1609288006,8696.1,8699.3,0
12/30/20 0:26:47,1609288007,8696.1,8699.3,0
12/30/20 0:26:48,1609288008,8696.1,8699.3,0
12/30/20 0:26:49,1609288009,8696.1,8699.3,0
12/30/20 0:26:50,1609288010,8696.1,8699.3,0
12/30/20 0:26:51,1609288011,8696.1,8699.3,0
12/30/20 0:26:52,1609288012,8696.1,8699.3,0
12/30/20 0:26:53,1609288013,8696.1,8699.3,0
12/30/20 0:26:55,1609288015,8696.1,8699.3,0
12/30/20 0:26:56,1609288016,8696.1,8699.3,0
12/30/20 0:26:57,1609288017,8696.1,8699.3,0
12/30/20 0:26:58,1609288018,8696.1,8699.3,0
12/30/20 0:26:59,1609288019,8696.1,8699.3,0
12/30/20 0:27:00,1609288020,8696.1,8699.3,0
12/30/20 0:27:01,1609288021,8696.1,8699.3,0
12/30/20 0:27:02,1609288022,8696.1,8699.3,0
12/30/20 0:27:03,1609288023,8696.1,8699.3,0
12/30/20 0:27:05,1609288025,8696.1,8699.3,0
12/30/20 0:27:06,1609288026,8696.1,8699.3,0
12/30/20 0:27:07,1609288027,8696.1,8699.3,0
12/30/20 0:27:08,1609288028,8696.1,8699.3,0
12/30/20 0:27:09,1609288029,8696.1,8699.3,0
12/30/20 0:27:10,1609288030,8696.1,8699.3,0
12/30/20 0:27:11,1609288031,8696.1,8699.3,0
12/30/20 0:27:12,1609288032,8696.1,8699.3,0
12/30/20 0:27:13,1609288033,8696.1,8699.3,0
12/30/20 0:27:14,1609288034,8696.1,8699.3,0
12/30/20 0:27:15,1609288035,8696.1,8699.3,0
12/30/20 0:27:16,1609288036,8696.1,8699.3,0
12/30/20 0:27:17,1609288037,8696.1,8699.3,0
12/30/20 0:27:18,1609288038,8696.1,8699.3,0
12/30/20 0:27:19,1609288039,8696.1,8699.3,0
12/30/20 0:27:20,1609288040,8696.1,8699.3,0
12/30/20 0:27:21,1609288041,8696.1,8699.3,0
12/30/20 0:27:22,1609288042,8696.1,8699.3,0
12/30/20 0:27:23,1609288043,8696.1,8699.3,0
12/30/20 0:27:24,1609288044,8696.1,8699.3,0
12/30/20 0:27:25,1609288045,8696.1,8699.3,0
12/30/20 0:27:26,1609288046,8696.1,8699.3,0
12/30/20 0:27:27,1609288047,8696.1,8699.3,0
12/30/20 0:27:28,1609288048,8696.1,8699.3,0
12/30/20 0:27:29,1609288049,8696.1,8699.3,0
12/30/20 0:27:30,1609288050,8696.1,8699.3,0
12/30/20 0:27:31,1609288051,8696.1,8699.3,0
12/30/20 0:27:32,1609288052,8696.1,8699.3,0
12/30/20 0:27:33,1609288053,8696.1,8699.3,0
12/30/20 0:27:34,1609288054,8696.1,8699.3,0
12/30/20 0:27:35,1609288055,8696.1,8699.3,0
12/30/20 0:27:36,1609288056,8696.1,8699.3,0
12/30/20 0:27:37,1609288057,8696.1,8699.3,0
12/30/20 0:27:38,1609288058,8696.1,8699.3,0
12/30/20 0:27:39,1609288059,8696.1,8699.3,0
12/30/20 0:27:40,1609288060,8696.1,8699.3,0
12/30/20 0:27:41,1609288061,8696.1,8699.3,0
12/30/20 0:27:42,1609288062,8696.1,8699.3,0
12/30/20 0:27:43,1609288063,8696.1,8699.3,0
12/30/20 0:27:44,1609288064,8696.1,8699.3,0
12/30/20 0:27:45,1609288065,8696.1,8699.3,0
12/30/20 0:27:46,1609288066,8696.1,8699.3,0
12/30/20 0:27:47,1609288067,8696.1,8699.3,0
12/30/20 0:27:48,1609288068,8696.1,8699.3,0
12/30/20 0:27:49,1609288069,8696.1,8699.3,0
12/30/20 0:27:50,1609288070,8696.1,8699.3,0
12/30/20 0:27:51,1609288071,8696.1,8699.3,0
12/30/20 0:27:52,1609288072,8696.1,8699.3,0
12/30/20 0:27:53,1609288073,8696.1,8699.3,0
12/30/20 0:27:54,1609288074,8696.1,8699.3,0
12/30/20 0:27:55,1609288075,8696.1,8699.3,0
12/30/20 0:27:56,1609288076,8696.1,8699.3,0
12/30/20 0:27:57,1609288077,8696.1,8699.3,0
12/30/20 0:27:58,1609288078,8696.1,8699.3,0
12/30/20 0:27:59,1609288079,8696.1,8699.3,0
12/30/20 0:28:00,1609288080,8696.1,8699.3,0
12/30/20 0:28:01,1609288081,8696.1,8699.3,0
12/30/20 0:28:02,1609288082,8696.1,8699.3,0
12/30/20 0:28:03,1609288083,8696.3,8699.3,0
12/30/20 0:28:04,1609288084,8696.4,8699.3,0
12/30/20 0:28:05,1609288085,8696.8,8699.3,0
12/30/20 0:28:06,1609288086,8696.8,8699.3,0
12/30/20 0:28:07,1609288087,8696.8,8699.3,0
12/30/20 0:28:08,1609288088,8696.8,8699.3,0
12/30/20 0:28:09,1609288089,8696.8,8699.3,0
12/30/20 0:28:10,1609288090,8696.8,8699.3,0
12/30/20 0:28:11,1609288091,8696.8,8699.3,0
12/30/20 0:28:12,1609288092,8696.8,8699.3,0
12/30/20 0:28:13,1609288093,8696.8,8699.3,0
12/30/20 0:28:14,1609288094,8696.8,8699.3,0
12/30/20 0:28:15,1609288095,8696.8,8699.3,0
12/30/20 0:28:16,1609288096,8696.8,8699.3,0
12/30/20 0:28:17,1609288097,8696.8,8699.3,0
12/30/20 0:28:18,1609288098,8696.8,8699.3,0
12/30/20 0:28:19,1609288099,8696.8,8699.3,0
12/30/20 0:28:20,1609288100,8696.8,8699.3,0
12/30/20 0:28:21,1609288101,8697,8699.3,0
12/30/20 0:28:22,1609288102,8697.2,8699.3,0
12/30/20 0:28:23,1609288103,8697.6,8699.3,0
12/30/20 0:28:24,1609288104,8697.9,8699.3,0
12/30/20 0:28:25,1609288105,8698,8699.3,0
12/30/20 0:28:26,1609288106,8698.3,8699.3,0
12/30/20 0:28:27,1609288107,8698.6,8699.3,0
12/30/20 0:28:28,1609288108,8698.7,8699.3,0
12/30/20 0:28:29,1609288109,8698.7,8699.3,0
12/30/20 0:28:30,1609288110,8698.8,8699.3,0
12/30/20 0:28:31,1609288111,8698.9,8699.3,0
12/30/20 0:28:32,1609288112,8699,8699.3,0
12/30/20 0:28:33,1609288113,8699.1,8699.3,0
12/30/20 0:28:34,1609288114,8699.3,8699.3,0
12/30/20 0:28:35,1609288115,8699.4,8699.4,442.1
12/30/20 0:28:36,1609288116,8699.5,8699.5,363.8
12/30/20 0:28:37,1609288117,8699.5,8699.5,363.8
12/30/20 0:28:38,1609288118,8699.5,8699.5,363.8
12/30/20 0:28:39,1609288119,8699.5,8699.5,363.8
12/30/20 0:28:40,1609288120,8699.5,8699.5,363.8
12/30/20 0:28:41,1609288121,8699.5,8699.5,363.8
12/30/20 0:28:42,1609288122,8699.6,8699.6,363.8
12/30/20 0:28:43,1609288123,8699.6,8699.6,297.9
12/30/20 0:28:44,1609288124,8699.6,8699.6,297.9
12/30/20 0:28:45,1609288125,8699.7,8699.7,297.9
12/30/20 0:28:46,1609288126,8699.7,8699.7,220.5
12/30/20 0:28:47,1609288127,8699.7,8699.7,220.5
12/30/20 0:28:48,1609288128,8699.7,8699.7,220.5
12/30/20 0:28:49,1609288129,8699.8,8699.8,220.5
12/30/20 0:28:50,1609288130,8699.9,8699.9,160.8
12/30/20 0:28:51,1609288131,8699.9,8699.9,134.7
12/30/20 0:28:52,1609288132,8700.1,8700.1,171.2
12/30/20 0:28:53,1609288133,8700.1,8700.1,237.3
12/30/20 0:28:54,1609288134,8700.3,8700.3,313.4
12/30/20 0:28:55,1609288135,8700.5,8700.5,392.7
12/30/20 0:28:56,1609288136,8700.5,8700.5,392.7
12/30/20 0:28:57,1609288137,8700.9,8700.9,525.4
12/30/20 0:28:58,1609288138,8700.9,8700.9,525.4
12/30/20 0:28:59,1609288139,8701.1,8701.1,551.1
12/30/20 0:29:00,1609288140,8701.3,8701.3,584.7
12/30/20 0:29:01,1609288141,8701.4,8701.4,610.1
12/30/20 0:29:02,1609288142,8701.6,8701.6,611
12/30/20 0:29:03,1609288143,8701.8,8701.8,661.5
12/30/20 0:29:04,1609288144,8701.9,8701.9,661.5
12/30/20 0:29:05,1609288145,8702.1,8702.1,661.5
12/30/20 0:29:06,1609288146,8702.2,8702.2,626.6
12/30/20 0:29:07,1609288147,8702.4,8702.4,601.4
12/30/20 0:29:08,1609288148,8702.5,8702.5,599.5
12/30/20 0:29:09,1609288149,8702.5,8702.5,521.5
12/30/20 0:29:10,1609288150,8702.8,8702.8,521.5
12/30/20 0:29:11,1609288151,8702.9,8702.9,493
12/30/20 0:29:12,1609288152,8703,8703,516.5
12/30/20 0:29:13,1609288153,8703.2,8703.2,516.5
12/30/20 0:29:14,1609288154,8703.4,8703.4,538.3
12/30/20 0:29:15,1609288155,8703.5,8703.5,538.3
12/30/20 0:29:16,1609288156,8703.5,8703.5,522
12/30/20 0:29:17,1609288157,8703.7,8703.7,522
12/30/20 0:29:18,1609288158,8703.8,8703.8,498.5
12/30/20 0:29:19,1609288159,8704,8704,527.6
12/30/20 0:29:20,1609288160,8704.1,8704.1,527.6
12/30/20 0:29:21,1609288161,8704.2,8704.2,479.8
12/30/20 0:29:22,1609288162,8704.4,8704.4,506.2
12/30/20 0:29:23,1609288163,8704.5,8704.5,506.2
12/30/20 0:29:24,1609288164,8704.7,8704.7,506.2
12/30/20 0:29:25,1609288165,8704.8,8704.8,476.9
12/30/20 0:29:26,1609288166,8704.9,8704.9,494
12/30/20 0:29:27,1609288167,8705,8705,494
12/30/20 0:29:28,1609288168,8705.1,8705.1,461.7
12/30/20 0:29:29,1609288169,8705.3,8705.3,484
12/30/20 0:29:30,1609288170,8705.4,8705.4,484
12/30/20 0:29:31,1609288171,8705.6,8705.6,492.7
12/30/20 0:29:32,1609288172,8705.7,8705.7,499.2
12/30/20 0:29:33,1609288173,8705.8,8705.8,499.2
12/30/20 0:29:34,1609288174,8705.9,8705.9,499.2
12/30/20 0:29:35,1609288175,8706.1,8706.1,492.9
12/30/20 0:29:36,1609288176,8706.2,8706.2,466.7
12/30/20 0:29:37,1609288177,8706.3,8706.3,467.9
12/30/20 0:29:38,1609288178,8706.5,8706.5,467.9
12/30/20 0:29:39,1609288179,8706.7,8706.7,489.9
12/30/20 0:29:40,1609288180,8706.8,8706.8,515.7
12/30/20 0:29:41,1609288181,8706.9,8706.9,515.7
12/30/20 0:29:42,1609288182,8707,8707,482.3
12/30/20 0:29:43,1609288183,8707.2,8707.2,514.9
12/30/20 0:29:44,1609288184,8707.3,8707.3,514.9
12/30/20 0:29:45,1609288185,8707.5,8707.5,471.2
12/30/20 0:29:46,1609288186,8707.5,8707.5,471.2
12/30/20 0:29:47,1609288187,8707.7,8707.7,503
12/30/20 0:29:48,1609288188,8707.9,8707.9,503.2
12/30/20 0:29:49,1609288189,8708,8708,503.2
12/30/20 0:29:50,1609288190,8708.2,8708.2,510.4
12/30/20 0:29:51,1609288191,8708.3,8708.3,510.4
12/30/20 0:29:52,1609288192,8708.4,8708.4,510.2
12/30/20 0:29:53,1609288193,8708.5,8708.5,537.2
12/30/20 0:29:54,1609288194,8708.6,8708.6,537.2
12/30/20 0:29:55,1609288195,8708.8,8708.8,530.2
12/30/20 0:29:56,1609288196,8708.9,8708.9,530.2
12/30/20 0:29:57,1609288197,8709.1,8709.1,549.4
12/30/20 0:29:58,1609288198,8709.2,8709.2,549.4
12/30/20 0:29:59,1609288199,8709.3,8709.3,471.5
12/30/20 0:30:00,1609288200,8709.5,8709.5,497.6
12/30/20 0:30:01,1609288201,8709.6,8709.6,497.6
12/30/20 0:30:02,1609288202,8709.8,8709.8,524.6
12/30/20 0:30:03,1609288203,8710,8710,524.6
12/30/20 0:30:04,1609288204,8710,8710,496.4
12/30/20 0:30:05,1609288205,8710.2,8710.2,532.5
12/30/20 0:30:06,1609288206,8710.3,8710.3,532.5
12/30/20 0:30:07,1609288207,8710.4,8710.4,513
12/30/20 0:30:08,1609288208,8710.4,8710.4,460.3
12/30/20 0:30:09,1609288209,8710.5,8710.5,460.3
12/30/20 0:30:10,1609288210,8710.6,8710.6,434.2
12/30/20 0:30:11,1609288211,8710.8,8710.8,434.2
12/30/20 0:30:12,1609288212,8710.9,8710.9,384.4
12/30/20 0:30:13,1609288213,8711.1,8711.1,427.4
12/30/20 0:30:14,1609288214,8711.1,8711.1,427.4
12/30/20 0:30:15,1609288215,8711.2,8711.2,432.8
12/30/20 0:30:16,1609288216,8711.4,8711.4,432.8
12/30/20 0:30:17,1609288217,8711.6,8711.6,459.2
12/30/20 0:30:18,1609288218,8711.7,8711.7,459.7
12/30/20 0:30:19,1609288219,8711.8,8711.8,476
12/30/20 0:30:20,1609288220,8712,8712,494
12/30/20 0:30:21,1609288221,8712.1,8712.1,494
12/30/20 0:30:22,1609288222,8712.2,8712.2,510.1
12/30/20 0:30:23,1609288223,8712.4,8712.4,510.1
12/30/20 0:30:24,1609288224,8712.5,8712.5,483.6
12/30/20 0:30:25,1609288225,8712.6,8712.6,483.6
12/30/20 0:30:26,1609288226,8712.8,8712.8,461
12/30/20 0:30:27,1609288227,8712.9,8712.9,471.4
12/30/20 0:30:28,1609288228,8713.2,8713.2,564.2
12/30/20 0:30:29,1609288229,8713.3,8713.3,564.2
12/30/20 0:30:30,1609288230,8713.3,8713.3,597.9
12/30/20 0:30:31,1609288231,8713.5,8713.5,598.2
12/30/20 0:30:32,1609288232,8713.7,8713.7,598.2
12/30/20 0:30:33,1609288233,8713.8,8713.8,597.3
12/30/20 0:30:34,1609288234,8714,8714,546.2
12/30/20 0:30:35,1609288235,8714.1,8714.1,531
12/30/20 0:30:36,1609288236,8714.3,8714.3,515.2
12/30/20 0:30:37,1609288237,8714.4,8714.4,515.1
12/30/20 0:30:38,1609288238,8714.5,8714.5,515.1
12/30/20 0:30:39,1609288239,8714.7,8714.7,514.1
12/30/20 0:30:40,1609288240,8714.8,8714.8,513.8
12/30/20 0:30:41,1609288241,8714.9,8714.9,503.3
12/30/20 0:30:42,1609288242,8715.1,8715.1,503.3
12/30/20 0:30:43,1609288243,8715.2,8715.2,477.1
12/30/20 0:30:44,1609288244,8715.3,8715.3,469.7
12/30/20 0:30:45,1609288245,8715.4,8715.4,469.7
12/30/20 0:30:46,1609288246,8715.6,8715.6,467.1
12/30/20 0:30:47,1609288247,8715.8,8715.8,512.4
12/30/20 0:30:48,1609288248,8715.9,8715.9,521.8
12/30/20 0:30:49,1609288249,8716,8716,521.8
12/30/20 0:30:50,1609288250,8716.2,8716.2,515.5
12/30/20 0:30:51,1609288251,8716.2,8716.2,515.5
12/30/20 0:30:52,1609288252,8716.4,8716.4,542.7
12/30/20 0:30:53,1609288253,8716.6,8716.6,542.7
12/30/20 0:30:54,1609288254,8716.7,8716.7,490
12/30/20 0:30:55,1609288255,8716.8,8716.8,489.8
12/30/20 0:30:56,1609288256,8716.9,8716.9,489.8
12/30/20 0:30:57,1609288257,8717,8717,520.5
12/30/20 0:30:58,1609288258,8717.2,8717.2,520.5
12/30/20 0:30:59,1609288259,8717.4,8717.4,494.3
12/30/20 0:31:00,1609288260,8717.5,8717.5,510.5
12/30/20 0:31:01,1609288261,8717.6,8717.6,510.5
12/30/20 0:31:02,1609288262,8717.7,8717.7,510.2
12/30/20 0:31:03,1609288263,8717.9,8717.9,468.7
12/30/20 0:31:04,1609288264,8717.9,8717.9,468.7
12/30/20 0:31:05,1609288265,8718.2,8718.2,478.8
12/30/20 0:31:06,1609288266,8718.3,8718.3,478.8
12/30/20 0:31:07,1609288267,8718.3,8718.3,496
12/30/20 0:31:08,1609288268,8718.5,8718.5,518.9
12/30/20 0:31:09,1609288269,8718.7,8718.7,518.9
12/30/20 0:31:10,1609288270,8718.8,8718.8,512
12/30/20 0:31:11,1609288271,8718.9,8718.9,485.7
12/30/20 0:31:12,1609288272,8719.1,8719.1,485.7
12/30/20 0:31:13,1609288273,8719.2,8719.2,471.9
12/30/20 0:31:14,1609288274,8719.4,8719.4,471.9
12/30/20 0:31:15,1609288275,8719.5,8719.5,469
12/30/20 0:31:16,1609288276,8719.6,8719.6,492.9
12/30/20 0:31:17,1609288277,8719.8,8719.8,492.9
12/30/20 0:31:18,1609288278,8719.9,8719.9,519.1
12/30/20 0:31:19,1609288279,8720.1,8720.1,519.1
12/30/20 0:31:20,1609288280,8720.1,8720.1,495.5
12/30/20 0:31:21,1609288281,8720.3,8720.3,495.5
12/30/20 0:31:22,1609288282,8720.4,8720.4,471.9
12/30/20 0:31:23,1609288283,8720.5,8720.5,505.3
12/30/20 0:31:24,1609288284,8720.7,8720.7,505.3
12/30/20 0:31:25,1609288285,8720.8,8720.8,502.9
12/30/20 0:31:26,1609288286,8721,8721,535.8
12/30/20 0:31:27,1609288287,8721.1,8721.1,535.8
12/30/20 0:31:28,1609288288,8721.3,8721.3,535.8
12/30/20 0:31:29,1609288289,8721.4,8721.4,526.9
12/30/20 0:31:30,1609288290,8721.5,8721.5,521.9
12/30/20 0:31:31,1609288291,8721.7,8721.7,521.6
12/30/20 0:31:32,1609288292,8721.7,8721.7,515
12/30/20 0:31:33,1609288293,8722,8722,515.8
12/30/20 0:31:34,1609288294,8722,8722,461.3
12/30/20 0:31:35,1609288295,8722.2,8722.2,495.2
12/30/20 0:31:36,1609288296,8722.4,8722.4,495.7
12/30/20 0:31:37,1609288297,8722.5,8722.5,539.3
12/30/20 0:31:38,1609288298,8722.6,8722.6,539.3
12/30/20 0:31:39,1609288299,8722.7,8722.7,539.3
12/30/20 0:31:40,1609288300,8722.8,8722.8,514
12/30/20 0:31:41,1609288301,8723,8723,513.8
12/30/20 0:31:42,1609288302,8723.2,8723.2,512.8
12/30/20 0:31:43,1609288303,8723.2,8723.2,512.8
12/30/20 0:31:44,1609288304,8723.4,8723.4,525
12/30/20 0:31:45,1609288305,8723.4,8723.4,525
12/30/20 0:31:46,1609288306,8723.6,8723.6,513.4
12/30/20 0:31:47,1609288307,8723.7,8723.7,513.4
12/30/20 0:31:48,1609288308,8723.9,8723.9,513.4
12/30/20 0:31:49,1609288309,8724.1,8724.1,513.4
12/30/20 0:31:50,1609288310,8724.2,8724.2,478
12/30/20 0:31:51,1609288311,8724.3,8724.3,530.6
12/30/20 0:31:52,1609288312,8724.4,8724.4,530.9
12/30/20 0:31:53,1609288313,8724.6,8724.6,530.9
12/30/20 0:31:54,1609288314,8724.7,8724.7,521.7
12/30/20 0:31:55,1609288315,8724.8,8724.8,489.1
12/30/20 0:31:56,1609288316,8725,8725,516
12/30/20 0:31:57,1609288317,8725.1,8725.1,463.2
12/30/20 0:31:58,1609288318,8725.2,8725.2,463.2
12/30/20 0:31:59,1609288319,8725.4,8725.4,472.1
12/30/20 0:32:00,1609288320,8725.5,8725.5,478.7
12/30/20 0:32:01,1609288321,8725.6,8725.6,478.7
12/30/20 0:32:02,1609288322,8725.7,8725.7,469.6
12/30/20 0:32:03,1609288323,8725.9,8725.9,492.5
12/30/20 0:32:04,1609288324,8726.1,8726.1,492.5
12/30/20 0:32:05,1609288325,8726.2,8726.2,492.5
12/30/20 0:32:06,1609288326,8726.2,8726.2,485.9
12/30/20 0:32:07,1609288327,8726.4,8726.4,485.9
12/30/20 0:32:08,1609288328,8726.5,8726.5,471.9
12/30/20 0:32:09,1609288329,8726.6,8726.6,471.9
12/30/20 0:32:10,1609288330,8726.8,8726.8,463.3
12/30/20 0:32:11,1609288331,8726.9,8726.9,459.3
12/30/20 0:32:12,1609288332,8727,8727,465.7
12/30/20 0:32:13,1609288333,8727.2,8727.2,466
12/30/20 0:32:14,1609288334,8727.4,8727.4,474.8
12/30/20 0:32:15,1609288335,8727.4,8727.4,474.8
12/30/20 0:32:16,1609288336,8727.6,8727.6,478.7
12/30/20 0:32:17,1609288337,8727.7,8727.7,496
12/30/20 0:32:18,1609288338,8727.8,8727.8,496
12/30/20 0:32:19,1609288339,8727.9,8727.9,486.6
12/30/20 0:32:20,1609288340,8728.1,8728.1,460.3
12/30/20 0:32:21,1609288341,8728.2,8728.2,460.1
12/30/20 0:32:22,1609288342,8728.4,8728.4,460
12/30/20 0:32:23,1609288343,8728.5,8728.5,452.2
12/30/20 0:32:24,1609288344,8728.6,8728.6,469
12/30/20 0:32:25,1609288345,8728.7,8728.7,469
12/30/20 0:32:26,1609288346,8728.9,8728.9,469
12/30/20 0:32:27,1609288347,8729,8729,466
12/30/20 0:32:28,1609288348,8729.1,8729.1,489.4
12/30/20 0:32:29,1609288349,8729.2,8729.2,489.4
12/30/20 0:32:30,1609288350,8729.4,8729.4,482.8
12/30/20 0:32:31,1609288351,8729.5,8729.5,468.6
12/30/20 0:32:32,1609288352,8729.7,8729.7,468.6
12/30/20 0:32:33,1609288353,8729.8,8729.8,461.7
12/30/20 0:32:34,1609288354,8729.9,8729.9,462
12/30/20 0:32:35,1609288355,8730.1,8730.1,467.1
12/30/20 0:32:36,1609288356,8730.2,8730.2,467.6
12/30/20 0:32:37,1609288357,8730.3,8730.3,467.6
12/30/20 0:32:38,1609288358,8730.4,8730.4,474.4
12/30/20 0:32:39,1609288359,8730.6,8730.6,474.4
12/30/20 0:32:40,1609288360,8730.7,8730.7,486
12/30/20 0:32:41,1609288361,8730.9,8730.9,486
12/30/20 0:32:42,1609288362,8731,8731,486.9
12/30/20 0:32:43,1609288363,8731.1,8731.1,486.9
12/30/20 0:32:44,1609288364,8731.2,8731.2,486.9
12/30/20 0:32:45,1609288365,8731.4,8731.4,460.7
12/30/20 0:32:46,1609288366,8731.5,8731.5,460.7
12/30/20 0:32:47,1609288367,8731.6,8731.6,478.5
12/30/20 0:32:48,1609288368,8731.7,8731.7,478.5
12/30/20 0:32:49,1609288369,8731.9,8731.9,460.1
12/30/20 0:32:50,1609288370,8732,8732,460.1
12/30/20 0:32:51,1609288371,8732.1,8732.1,460.1
12/30/20 0:32:52,1609288372,8732.3,8732.3,486.2
12/30/20 0:32:53,1609288373,8732.4,8732.4,486.2
12/30/20 0:32:54,1609288374,8732.5,8732.5,479.6
12/30/20 0:32:55,1609288375,8732.7,8732.7,498.2
12/30/20 0:32:56,1609288376,8732.8,8732.8,498.2
12/30/20 0:32:57,1609288377,8732.9,8732.9,466.5
12/30/20 0:32:58,1609288378,8733.1,8733.1,463.9
12/30/20 0:32:59,1609288379,8733.2,8733.2,463.9
12/30/20 0:33:00,1609288380,8733.3,8733.3,463.8
12/30/20 0:33:01,1609288381,8733.4,8733.4,437.7
12/30/20 0:33:02,1609288382,8733.6,8733.6,467.8
12/30/20 0:33:03,1609288383,8733.7,8733.7,473.9
12/30/20 0:33:04,1609288384,8733.8,8733.8,473.9
12/30/20 0:33:05,1609288385,8734,8734,484
12/30/20 0:33:06,1609288386,8734.1,8734.1,484
12/30/20 0:33:07,1609288387,8734.2,8734.2,484
12/30/20 0:33:08,1609288388,8734.4,8734.4,459.2
12/30/20 0:33:09,1609288389,8734.4,8734.4,456.7
12/30/20 0:33:10,1609288390,8734.6,8734.6,456.7
12/30/20 0:33:11,1609288391,8734.8,8734.8,449.8
12/30/20 0:33:12,1609288392,8734.8,8734.8,449.8
12/30/20 0:33:13,1609288393,8735,8735,466.5
12/30/20 0:33:14,1609288394,8735.1,8735.1,469.2
12/30/20 0:33:15,1609288395,8735.2,8735.2,469.2
12/30/20 0:33:16,1609288396,8735.3,8735.3,468.3
12/30/20 0:33:17,1609288397,8735.5,8735.5,461.8
12/30/20 0:33:18,1609288398,8735.6,8735.6,461.8
12/30/20 0:33:19,1609288399,8735.7,8735.7,461.8
12/30/20 0:33:20,1609288400,8735.9,8735.9,418
12/30/20 0:33:21,1609288401,8736,8736,434.7
12/30/20 0:33:22,1609288402,8736.1,8736.1,466.9
12/30/20 0:33:23,1609288403,8736.2,8736.2,466.9
12/30/20 0:33:24,1609288404,8736.4,8736.4,493.8
12/30/20 0:33:25,1609288405,8736.5,8736.5,493.8
12/30/20 0:33:26,1609288406,8736.6,8736.6,493.6
12/30/20 0:33:27,1609288407,8736.8,8736.8,477.8
12/30/20 0:33:28,1609288408,8736.9,8736.9,471.4
12/30/20 0:33:29,1609288409,8737,8737,468.7
12/30/20 0:33:30,1609288410,8737.1,8737.1,468.7
12/30/20 0:33:31,1609288411,8737.3,8737.3,468.5
12/30/20 0:33:32,1609288412,8737.4,8737.4,468.5
12/30/20 0:33:33,1609288413,8737.5,8737.5,473.7
12/30/20 0:33:34,1609288414,8737.6,8737.6,473.7
12/30/20 0:33:35,1609288415,8737.8,8737.8,504.1
