Time,Unix Time,Bit Depth (Feet),Depth (Feet),ROP (ft/hr)
12/30/20 0:33:36,1609288416,8737.9,8737.9,504.1
12/30/20 0:33:37,1609288417,8738,8738,504.1
12/30/20 0:33:38,1609288418,8738.2,8738.2,497.3
12/30/20 0:33:39,1609288419,8738.3,8738.3,497.1
12/30/20 0:33:40,1609288420,8738.4,8738.4,497.1
12/30/20 0:33:41,1609288421,8738.5,8738.5,489.8
12/30/20 0:33:42,1609288422,8738.6,8738.6,471
12/30/20 0:33:43,1609288423,8738.7,8738.7,471
12/30/20 0:33:44,1609288424,8738.9,8738.9,444.8
12/30/20 0:33:45,1609288425,8739,8739,461.9
12/30/20 0:33:46,1609288426,8739.2,8739.2,468.5
12/30/20 0:33:47,1609288427,8739.3,8739.3,468.5
12/30/20 0:33:48,1609288428,8739.4,8739.4,468.5
12/30/20 0:33:49,1609288429,8739.5,8739.5,442.3
12/30/20 0:33:50,1609288430,8739.7,8739.7,468.6
12/30/20 0:33:51,1609288431,8739.8,8739.8,478.7
12/30/20 0:33:52,1609288432,8739.9,8739.9,478.7
12/30/20 0:33:53,1609288433,8740,8740,445.9
12/30/20 0:33:54,1609288434,8740.2,8740.2,463.8
12/30/20 0:33:55,1609288435,8740.3,8740.3,463.8
12/30/20 0:33:56,1609288436,8740.4,8740.4,463.7
12/30/20 0:33:57,1609288437,8740.6,8740.6,463.7
12/30/20 0:33:58,1609288438,8740.7,8740.7,477.5
12/30/20 0:33:59,1609288439,8740.8,8740.8,477.5
12/30/20 0:34:00,1609288440,8740.9,8740.9,477.5
12/30/20 0:34:01,1609288441,8741,8741,477
12/30/20 0:34:02,1609288442,8741.2,8741.2,467.9
12/30/20 0:34:03,1609288443,8741.3,8741.3,467.9
12/30/20 0:34:04,1609288444,8741.4,8741.4,467.8
12/30/20 0:34:05,1609288445,8741.5,8741.5,461.2
12/30/20 0:34:06,1609288446,8741.7,8741.7,461.2
12/30/20 0:34:07,1609288447,8741.8,8741.8,444.9
12/30/20 0:34:08,1609288448,8741.9,8741.9,444.9
12/30/20 0:34:09,1609288449,8742,8742,444.9
12/30/20 0:34:10,1609288450,8742,8742,436.1
12/30/20 0:34:11,1609288451,8742.1,8742.1,436.1
12/30/20 0:34:12,1609288452,8742.3,8742.3,383.5
12/30/20 0:34:13,1609288453,8742.3,8742.3,375.8
12/30/20 0:34:14,1609288454,8742.5,8742.5,375.8
12/30/20 0:34:15,1609288455,8742.5,8742.5,366.8
12/30/20 0:34:16,1609288456,8742.7,8742.7,366.8
12/30/20 0:34:17,1609288457,8742.7,8742.7,340.5
12/30/20 0:34:18,1609288458,8742.9,8742.9,366.7
12/30/20 0:34:19,1609288459,8743,8743,375.3
12/30/20 0:34:20,1609288460,8743.1,8743.1,401.1
12/30/20 0:34:21,1609288461,8743.2,8743.2,401.1
12/30/20 0:34:22,1609288462,8743.3,8743.3,406.9
12/30/20 0:34:23,1609288463,8743.5,8743.5,407.1
12/30/20 0:34:24,1609288464,8743.6,8743.6,433.3
12/30/20 0:34:25,1609288465,8743.7,8743.7,440.1
12/30/20 0:34:26,1609288466,8743.8,8743.8,440.1
12/30/20 0:34:27,1609288467,8743.9,8743.9,450.6
12/30/20 0:34:28,1609288468,8744.1,8744.1,450.6
12/30/20 0:34:29,1609288469,8744.2,8744.2,450.6
12/30/20 0:34:30,1609288470,8744.3,8744.3,415.2
12/30/20 0:34:31,1609288471,8744.4,8744.4,408.7
12/30/20 0:34:32,1609288472,8744.5,8744.5,462.9
12/30/20 0:34:33,1609288473,8744.7,8744.7,524.6
12/30/20 0:34:34,1609288474,8744.8,8744.8,524.6
12/30/20 0:34:35,1609288475,8745.1,8745.1,577
12/30/20 0:34:36,1609288476,8745.1,8745.1,577
12/30/20 0:34:37,1609288477,8745.2,8745.2,600.8
12/30/20 0:34:38,1609288478,8745.4,8745.4,600.8
12/30/20 0:34:39,1609288479,8745.6,8745.6,590
12/30/20 0:34:40,1609288480,8745.8,8745.8,563.6
12/30/20 0:34:41,1609288481,8745.9,8745.9,537.7
12/30/20 0:34:42,1609288482,8745.9,8745.9,537.7
12/30/20 0:34:43,1609288483,8746.1,8746.1,514.5
12/30/20 0:34:44,1609288484,8746.2,8746.2,464.1
12/30/20 0:34:45,1609288485,8746.4,8746.4,456.5
12/30/20 0:34:46,1609288486,8746.5,8746.5,456.5
12/30/20 0:34:47,1609288487,8746.6,8746.6,456.2
12/30/20 0:34:48,1609288488,8746.8,8746.8,456.2
12/30/20 0:34:49,1609288489,8746.8,8746.8,443.8
12/30/20 0:34:50,1609288490,8747,8747,477.6
12/30/20 0:34:51,1609288491,8747.1,8747.1,477.6
12/30/20 0:34:52,1609288492,8747.2,8747.2,451.2
12/30/20 0:34:53,1609288493,8747.3,8747.3,434.8
12/30/20 0:34:54,1609288494,8747.5,8747.5,452
12/30/20 0:34:55,1609288495,8747.6,8747.6,452
12/30/20 0:34:56,1609288496,8747.8,8747.8,452.2
12/30/20 0:34:57,1609288497,8747.8,8747.8,452.2
12/30/20 0:34:58,1609288498,8748,8748,452.2
12/30/20 0:34:59,1609288499,8748.1,8748.1,451.9
12/30/20 0:35:00,1609288500,8748.2,8748.2,443.3
12/30/20 0:35:01,1609288501,8748.4,8748.4,418.1
12/30/20 0:35:02,1609288502,8748.5,8748.5,438.4
12/30/20 0:35:03,1609288503,8748.6,8748.6,438.6
12/30/20 0:35:04,1609288504,8748.7,8748.7,438.9
12/30/20 0:35:05,1609288505,8748.9,8748.9,466.2
12/30/20 0:35:06,1609288506,8749,8749,466.2
12/30/20 0:35:07,1609288507,8749.1,8749.1,442.6
12/30/20 0:35:08,1609288508,8749.3,8749.3,446.2
12/30/20 0:35:09,1609288509,8749.3,8749.3,446.2
12/30/20 0:35:10,1609288510,8749.4,8749.4,462.3
12/30/20 0:35:11,1609288511,8749.6,8749.6,462.3
12/30/20 0:35:12,1609288512,8749.7,8749.7,436
12/30/20 0:35:13,1609288513,8749.8,8749.8,468.5
12/30/20 0:35:14,1609288514,8749.9,8749.9,468.5
12/30/20 0:35:15,1609288515,8750,8750,442.2
12/30/20 0:35:16,1609288516,8750.2,8750.2,452.1
12/30/20 0:35:17,1609288517,8750.4,8750.4,452.1
12/30/20 0:35:18,1609288518,8750.5,8750.5,468.2
12/30/20 0:35:19,1609288519,8750.6,8750.6,468.2
12/30/20 0:35:20,1609288520,8750.7,8750.7,461.9
12/30/20 0:35:21,1609288521,8750.8,8750.8,461.7
12/30/20 0:35:22,1609288522,8751,8751,462
12/30/20 0:35:23,1609288523,8751.1,8751.1,462
12/30/20 0:35:24,1609288524,8751.2,8751.2,446.1
12/30/20 0:35:25,1609288525,8751.3,8751.3,411.8
12/30/20 0:35:26,1609288526,8751.4,8751.4,442.2
12/30/20 0:35:27,1609288527,8751.6,8751.6,461.5
12/30/20 0:35:28,1609288528,8751.7,8751.7,461.5
12/30/20 0:35:29,1609288529,8751.8,8751.8,461.4
12/30/20 0:35:30,1609288530,8752,8752,469.4
12/30/20 0:35:31,1609288531,8752,8752,469.4
12/30/20 0:35:32,1609288532,8752.2,8752.2,493.7
12/30/20 0:35:33,1609288533,8752.3,8752.3,493.7
12/30/20 0:35:34,1609288534,8752.4,8752.4,458.8
12/30/20 0:35:35,1609288535,8752.6,8752.6,470.7
12/30/20 0:35:36,1609288536,8752.7,8752.7,496.1
12/30/20 0:35:37,1609288537,8752.8,8752.8,496.1
12/30/20 0:35:38,1609288538,8753,8753,495.9
12/30/20 0:35:39,1609288539,8753,8753,461.8
12/30/20 0:35:40,1609288540,8753.2,8753.2,461.8
12/30/20 0:35:41,1609288541,8753.3,8753.3,450
12/30/20 0:35:42,1609288542,8753.4,8753.4,451.6
12/30/20 0:35:43,1609288543,8753.6,8753.6,461.3
12/30/20 0:35:44,1609288544,8753.7,8753.7,461.3
12/30/20 0:35:45,1609288545,8753.8,8753.8,461.3
12/30/20 0:35:46,1609288546,8753.9,8753.9,457.1
12/30/20 0:35:47,1609288547,8754.1,8754.1,457
12/30/20 0:35:48,1609288548,8754.2,8754.2,456.8
12/30/20 0:35:49,1609288549,8754.3,8754.3,456.6
12/30/20 0:35:50,1609288550,8754.5,8754.5,446.4
12/30/20 0:35:51,1609288551,8754.5,8754.5,425.9
12/30/20 0:35:52,1609288552,8754.7,8754.7,469
12/30/20 0:35:53,1609288553,8754.8,8754.8,469
12/30/20 0:35:54,1609288554,8754.9,8754.9,469
12/30/20 0:35:55,1609288555,8755.1,8755.1,442.6
12/30/20 0:35:56,1609288556,8755.2,8755.2,462.3
12/30/20 0:35:57,1609288557,8755.3,8755.3,462.3
12/30/20 0:35:58,1609288558,8755.5,8755.5,443.1
12/30/20 0:35:59,1609288559,8755.6,8755.6,445.6
12/30/20 0:36:00,1609288560,8755.6,8755.6,445.6
12/30/20 0:36:01,1609288561,8755.8,8755.8,461.6
12/30/20 0:36:02,1609288562,8755.9,8755.9,442.6
12/30/20 0:36:03,1609288563,8756,8756,442.6
12/30/20 0:36:04,1609288564,8756.2,8756.2,468.6
12/30/20 0:36:05,1609288565,8756.3,8756.3,468.6
12/30/20 0:36:06,1609288566,8756.4,8756.4,442.1
12/30/20 0:36:07,1609288567,8756.6,8756.6,445.7
12/30/20 0:36:08,1609288568,8756.7,8756.7,462.9
12/30/20 0:36:09,1609288569,8756.8,8756.8,462.9
12/30/20 0:36:10,1609288570,8756.9,8756.9,462.7
12/30/20 0:36:11,1609288571,8757.1,8757.1,462.7
12/30/20 0:36:12,1609288572,8757.2,8757.2,462.3
12/30/20 0:36:13,1609288573,8757.4,8757.4,462.3
12/30/20 0:36:14,1609288574,8757.4,8757.4,452.3
12/30/20 0:36:15,1609288575,8757.6,8757.6,452.3
12/30/20 0:36:16,1609288576,8757.7,8757.7,449.5
12/30/20 0:36:17,1609288577,8757.8,8757.8,463.6
12/30/20 0:36:18,1609288578,8758,8758,463.6
12/30/20 0:36:19,1609288579,8758.1,8758.1,482.9
12/30/20 0:36:20,1609288580,8758.2,8758.2,482.9
12/30/20 0:36:21,1609288581,8758.4,8758.4,482.9
12/30/20 0:36:22,1609288582,8758.5,8758.5,472.1
12/30/20 0:36:23,1609288583,8758.6,8758.6,472.1
12/30/20 0:36:24,1609288584,8758.7,8758.7,472.1
12/30/20 0:36:25,1609288585,8758.9,8758.9,501.3
12/30/20 0:36:26,1609288586,8758.9,8758.9,501.3
12/30/20 0:36:27,1609288587,8759.1,8759.1,501.3
12/30/20 0:36:28,1609288588,8759.2,8759.2,498.1
12/30/20 0:36:29,1609288589,8759.4,8759.4,497.9
12/30/20 0:36:30,1609288590,8759.5,8759.5,504.7
12/30/20 0:36:31,1609288591,8759.6,8759.6,504.7
12/30/20 0:36:32,1609288592,8759.8,8759.8,471.1
12/30/20 0:36:33,1609288593,8759.9,8759.9,471.1
12/30/20 0:36:34,1609288594,8759.9,8759.9,462
12/30/20 0:36:35,1609288595,8760,8760,462
12/30/20 0:36:36,1609288596,8760.2,8760.2,485.7
12/30/20 0:36:37,1609288597,8760.4,8760.4,485.7
12/30/20 0:36:38,1609288598,8760.5,8760.5,466.5
12/30/20 0:36:39,1609288599,8760.7,8760.7,466.5
12/30/20 0:36:40,1609288600,8760.8,8760.8,452.2
12/30/20 0:36:41,1609288601,8760.9,8760.9,452.2
12/30/20 0:36:42,1609288602,8761,8761,466.3
12/30/20 0:36:43,1609288603,8761.1,8761.1,466.3
12/30/20 0:36:44,1609288604,8761.3,8761.3,466.3
12/30/20 0:36:45,1609288605,8761.4,8761.4,459.2
12/30/20 0:36:46,1609288606,8761.5,8761.5,459.2
12/30/20 0:36:47,1609288607,8761.7,8761.7,467.9
12/30/20 0:36:48,1609288608,8761.8,8761.8,467.9
12/30/20 0:36:49,1609288609,8761.9,8761.9,445.2
12/30/20 0:36:50,1609288610,8762.1,8762.1,441.2
12/30/20 0:36:51,1609288611,8762.1,8762.1,467.3
12/30/20 0:36:52,1609288612,8762.3,8762.3,467.6
12/30/20 0:36:53,1609288613,8762.4,8762.4,467.7
12/30/20 0:36:54,1609288614,8762.6,8762.6,477.8
12/30/20 0:36:55,1609288615,8762.6,8762.6,477.8
12/30/20 0:36:56,1609288616,8762.8,8762.8,477.8
12/30/20 0:36:57,1609288617,8762.9,8762.9,472.4
12/30/20 0:36:58,1609288618,8763,8763,465.5
12/30/20 0:36:59,1609288619,8763.1,8763.1,454.7
12/30/20 0:37:00,1609288620,8763.3,8763.3,506.7
12/30/20 0:37:01,1609288621,8763.4,8763.4,506.9
12/30/20 0:37:02,1609288622,8763.5,8763.5,506.9
12/30/20 0:37:03,1609288623,8763.8,8763.8,504.1
12/30/20 0:37:04,1609288624,8763.9,8763.9,530.4
12/30/20 0:37:05,1609288625,8764,8764,530.4
12/30/20 0:37:06,1609288626,8764.1,8764.1,468.1
12/30/20 0:37:07,1609288627,8764.2,8764.2,468.1
12/30/20 0:37:08,1609288628,8764.3,8764.3,468.1
12/30/20 0:37:09,1609288629,8764.6,8764.6,461.9
12/30/20 0:37:10,1609288630,8764.6,8764.6,461.7
12/30/20 0:37:11,1609288631,8764.7,8764.7,461.7
12/30/20 0:37:12,1609288632,8764.9,8764.9,445.6
12/30/20 0:37:13,1609288633,8765,8765,467.9
12/30/20 0:37:14,1609288634,8765.1,8765.1,468.2
12/30/20 0:37:15,1609288635,8765.2,8765.2,468.2
12/30/20 0:37:16,1609288636,8765.4,8765.4,441.9
12/30/20 0:37:17,1609288637,8765.5,8765.5,468.4
12/30/20 0:37:18,1609288638,8765.6,8765.6,468.4
12/30/20 0:37:19,1609288639,8765.7,8765.7,445.6
12/30/20 0:37:20,1609288640,8765.8,8765.8,445.6
12/30/20 0:37:21,1609288641,8766,8766,445.9
12/30/20 0:37:22,1609288642,8766.2,8766.2,462
12/30/20 0:37:23,1609288643,8766.3,8766.3,462
12/30/20 0:37:24,1609288644,8766.3,8766.3,435.7
12/30/20 0:37:25,1609288645,8766.5,8766.5,468.1
12/30/20 0:37:26,1609288646,8766.7,8766.7,468.3
12/30/20 0:37:27,1609288647,8766.7,8766.7,468.3
12/30/20 0:37:28,1609288648,8766.9,8766.9,468.3
12/30/20 0:37:29,1609288649,8767,8767,452.5
12/30/20 0:37:30,1609288650,8767.1,8767.1,464.7
12/30/20 0:37:31,1609288651,8767.3,8767.3,464.7
12/30/20 0:37:32,1609288652,8767.4,8767.4,432.3
12/30/20 0:37:33,1609288653,8767.5,8767.5,432.1
12/30/20 0:37:34,1609288654,8767.6,8767.6,458.1
12/30/20 0:37:35,1609288655,8767.7,8767.7,458.1
12/30/20 0:37:36,1609288656,8767.9,8767.9,445.9
12/30/20 0:37:37,1609288657,8767.9,8767.9,445.7
12/30/20 0:37:38,1609288658,8768.1,8768.1,478
12/30/20 0:37:39,1609288659,8768.1,8768.1,444.6
12/30/20 0:37:40,1609288660,8768.3,8768.3,485
12/30/20 0:37:41,1609288661,8768.5,8768.5,485.2
12/30/20 0:37:42,1609288662,8768.7,8768.7,485.2
12/30/20 0:37:43,1609288663,8768.8,8768.8,485.8
12/30/20 0:37:44,1609288664,8768.9,8768.9,485.8
12/30/20 0:37:45,1609288665,8769,8769,485.8
12/30/20 0:37:46,1609288666,8769.1,8769.1,444.6
12/30/20 0:37:47,1609288667,8769.2,8769.2,460.3
12/30/20 0:37:48,1609288668,8769.3,8769.3,460.3
12/30/20 0:37:49,1609288669,8769.4,8769.4,434
12/30/20 0:37:50,1609288670,8769.6,8769.6,466.3
12/30/20 0:37:51,1609288671,8769.8,8769.8,464.9
12/30/20 0:37:52,1609288672,8769.9,8769.9,464.9
12/30/20 0:37:53,1609288673,8770,8770,464.9
12/30/20 0:37:54,1609288674,8770.1,8770.1,449.5
12/30/20 0:37:55,1609288675,8770.2,8770.2,449.5
12/30/20 0:37:56,1609288676,8770.4,8770.4,460.7
12/30/20 0:37:57,1609288677,8770.5,8770.5,460.7
12/30/20 0:37:58,1609288678,8770.6,8770.6,434.6
12/30/20 0:37:59,1609288679,8770.8,8770.8,460.9
12/30/20 0:38:00,1609288680,8770.8,8770.8,460.9
12/30/20 0:38:01,1609288681,8771,8771,483.2
12/30/20 0:38:02,1609288682,8771.1,8771.1,489.7
12/30/20 0:38:03,1609288683,8771.3,8771.3,508.6
12/30/20 0:38:04,1609288684,8771.4,8771.4,508.6
12/30/20 0:38:05,1609288685,8771.5,8771.5,482.2
12/30/20 0:38:06,1609288686,8771.6,8771.6,516.7
12/30/20 0:38:07,1609288687,8771.8,8771.8,516.7
12/30/20 0:38:08,1609288688,8771.9,8771.9,445.3
12/30/20 0:38:09,1609288689,8772,8772,445.7
12/30/20 0:38:10,1609288690,8772.1,8772.1,472.1
12/30/20 0:38:11,1609288691,8772.2,8772.2,472.1
12/30/20 0:38:12,1609288692,8772.4,8772.4,445.6
12/30/20 0:38:13,1609288693,8772.4,8772.4,440.3
12/30/20 0:38:14,1609288694,8772.6,8772.6,467
12/30/20 0:38:15,1609288695,8772.8,8772.8,467
12/30/20 0:38:16,1609288696,8772.9,8772.9,466.8
12/30/20 0:38:17,1609288697,8773,8773,440.6
12/30/20 0:38:18,1609288698,8773.2,8773.2,472.2
12/30/20 0:38:19,1609288699,8773.3,8773.3,472.2
12/30/20 0:38:20,1609288700,8773.4,8773.4,471.7
12/30/20 0:38:21,1609288701,8773.4,8773.4,438.7
12/30/20 0:38:22,1609288702,8773.6,8773.6,438.7
12/30/20 0:38:23,1609288703,8773.7,8773.7,433.8
12/30/20 0:38:24,1609288704,8773.8,8773.8,424.8
12/30/20 0:38:25,1609288705,8773.9,8773.9,389.7
12/30/20 0:38:26,1609288706,8774,8774,389.7
12/30/20 0:38:27,1609288707,8774.1,8774.1,354.4
12/30/20 0:38:28,1609288708,8774.1,8774.1,356.9
12/30/20 0:38:29,1609288709,8774.3,8774.3,361.8
12/30/20 0:38:30,1609288710,8774.4,8774.4,365.6
12/30/20 0:38:31,1609288711,8774.5,8774.5,365.6
12/30/20 0:38:32,1609288712,8774.5,8774.5,370.4
12/30/20 0:38:33,1609288713,8774.7,8774.7,380
12/30/20 0:38:34,1609288714,8774.8,8774.8,384.3
12/30/20 0:38:35,1609288715,8774.9,8774.9,384.3
12/30/20 0:38:36,1609288716,8775.1,8775.1,415.5
12/30/20 0:38:37,1609288717,8775.2,8775.2,419.4
12/30/20 0:38:38,1609288718,8775.3,8775.3,419.5
12/30/20 0:38:39,1609288719,8775.4,8775.4,419.7
12/30/20 0:38:40,1609288720,8775.5,8775.5,419.7
12/30/20 0:38:41,1609288721,8775.6,8775.6,413
12/30/20 0:38:42,1609288722,8775.8,8775.8,419.2
12/30/20 0:38:43,1609288723,8775.8,8775.8,419.2
12/30/20 0:38:44,1609288724,8776,8776,419.3
12/30/20 0:38:45,1609288725,8776.2,8776.2,557.1
12/30/20 0:38:46,1609288726,8776.4,8776.4,557.1
12/30/20 0:38:47,1609288727,8776.6,8776.6,615.4
12/30/20 0:38:48,1609288728,8776.7,8776.7,615.4
12/30/20 0:38:49,1609288729,8776.9,8776.9,664
12/30/20 0:38:50,1609288730,8777.1,8777.1,664
12/30/20 0:38:51,1609288731,8777.3,8777.3,644.7
12/30/20 0:38:52,1609288732,8777.4,8777.4,644.7
12/30/20 0:38:53,1609288733,8777.5,8777.5,606.1
12/30/20 0:38:54,1609288734,8777.7,8777.7,606.1
12/30/20 0:38:55,1609288735,8777.8,8777.8,595.2
12/30/20 0:38:56,1609288736,8777.9,8777.9,542.1
12/30/20 0:38:57,1609288737,8778,8778,483.6
12/30/20 0:38:58,1609288738,8778.2,8778.2,483.4
12/30/20 0:38:59,1609288739,8778.3,8778.3,472.3
12/30/20 0:39:00,1609288740,8778.4,8778.4,472.3
12/30/20 0:39:01,1609288741,8778.6,8778.6,472.3
12/30/20 0:39:02,1609288742,8778.7,8778.7,468.6
12/30/20 0:39:03,1609288743,8778.8,8778.8,468.6
12/30/20 0:39:04,1609288744,8779,8779,466
12/30/20 0:39:05,1609288745,8779.1,8779.1,466
12/30/20 0:39:06,1609288746,8779.3,8779.3,492.5
12/30/20 0:39:07,1609288747,8779.3,8779.3,492.5
12/30/20 0:39:08,1609288748,8779.5,8779.5,471.9
12/30/20 0:39:09,1609288749,8779.6,8779.6,471.9
12/30/20 0:39:10,1609288750,8779.7,8779.7,462.6
12/30/20 0:39:11,1609288751,8779.9,8779.9,462.6
12/30/20 0:39:12,1609288752,8780,8780,459.5
12/30/20 0:39:13,1609288753,8780.1,8780.1,459.6
12/30/20 0:39:14,1609288754,8780.3,8780.3,520.8
12/30/20 0:39:15,1609288755,8780.3,8780.3,520.8
12/30/20 0:39:16,1609288756,8780.5,8780.5,520.8
12/30/20 0:39:17,1609288757,8780.7,8780.7,495.7
12/30/20 0:39:18,1609288758,8780.8,8780.8,515
12/30/20 0:39:19,1609288759,8780.9,8780.9,515
12/30/20 0:39:20,1609288760,8781.1,8781.1,511
12/30/20 0:39:21,1609288761,8781.1,8781.1,465.1
12/30/20 0:39:22,1609288762,8781.3,8781.3,472.2
12/30/20 0:39:23,1609288763,8781.5,8781.5,472.2
12/30/20 0:39:24,1609288764,8781.5,8781.5,472.2
12/30/20 0:39:25,1609288765,8781.8,8781.8,493.4
12/30/20 0:39:26,1609288766,8781.8,8781.8,493.4
12/30/20 0:39:27,1609288767,8781.9,8781.9,493.4
12/30/20 0:39:28,1609288768,8782.1,8782.1,491.8
12/30/20 0:39:29,1609288769,8782.3,8782.3,491.5
12/30/20 0:39:30,1609288770,8782.4,8782.4,473.7
12/30/20 0:39:31,1609288771,8782.5,8782.5,473.7
12/30/20 0:39:32,1609288772,8782.6,8782.6,468.6
12/30/20 0:39:33,1609288773,8782.8,8782.8,514.3
12/30/20 0:39:34,1609288774,8782.9,8782.9,540.8
12/30/20 0:39:35,1609288775,8783,8783,540.8
12/30/20 0:39:36,1609288776,8783.2,8783.2,517.6
12/30/20 0:39:37,1609288777,8783.3,8783.3,525.4
12/30/20 0:39:38,1609288778,8783.4,8783.4,525.4
12/30/20 0:39:39,1609288779,8783.6,8783.6,525.4
12/30/20 0:39:40,1609288780,8783.7,8783.7,473.2
12/30/20 0:39:41,1609288781,8783.9,8783.9,494.2
12/30/20 0:39:42,1609288782,8783.9,8783.9,494.2
12/30/20 0:39:43,1609288783,8784.1,8784.1,539.4
12/30/20 0:39:44,1609288784,8784.2,8784.2,539.4
12/30/20 0:39:45,1609288785,8784.4,8784.4,524
12/30/20 0:39:46,1609288786,8784.4,8784.4,524
12/30/20 0:39:47,1609288787,8784.7,8784.7,523.6
12/30/20 0:39:48,1609288788,8784.8,8784.8,523.6
12/30/20 0:39:49,1609288789,8784.9,8784.9,494
12/30/20 0:39:50,1609288790,8785.1,8785.1,494
12/30/20 0:39:51,1609288791,8785.1,8785.1,467.5
12/30/20 0:39:52,1609288792,8785.3,8785.3,467.8
12/30/20 0:39:53,1609288793,8785.5,8785.5,472.2
12/30/20 0:39:54,1609288794,8785.6,8785.6,472.2
12/30/20 0:39:55,1609288795,8785.7,8785.7,472.2
12/30/20 0:39:56,1609288796,8785.8,8785.8,471.3
12/30/20 0:39:57,1609288797,8785.9,8785.9,486.9
12/30/20 0:39:58,1609288798,8786.1,8786.1,486.9
12/30/20 0:39:59,1609288799,8786.2,8786.2,486.9
12/30/20 0:40:00,1609288800,8786.4,8786.4,467
12/30/20 0:40:01,1609288801,8786.5,8786.5,466.4
12/30/20 0:40:02,1609288802,8786.7,8786.7,503.3
12/30/20 0:40:03,1609288803,8786.8,8786.8,503
12/30/20 0:40:04,1609288804,8786.9,8786.9,503
12/30/20 0:40:05,1609288805,8787,8787,494.1
12/30/20 0:40:06,1609288806,8787.1,8787.1,540.6
12/30/20 0:40:07,1609288807,8787.3,8787.3,540.6
12/30/20 0:40:08,1609288808,8787.4,8787.4,514.9
12/30/20 0:40:09,1609288809,8787.6,8787.6,514.9
12/30/20 0:40:10,1609288810,8787.7,8787.7,523.6
12/30/20 0:40:11,1609288811,8787.9,8787.9,523.6
12/30/20 0:40:12,1609288812,8788,8788,492.5
12/30/20 0:40:13,1609288813,8788.2,8788.2,492.5
12/30/20 0:40:14,1609288814,8788.2,8788.2,492.5
12/30/20 0:40:15,1609288815,8788.4,8788.4,492.7
12/30/20 0:40:16,1609288816,8788.6,8788.6,492.7
12/30/20 0:40:17,1609288817,8788.6,8788.6,469.7
12/30/20 0:40:18,1609288818,8788.8,8788.8,472.5
12/30/20 0:40:19,1609288819,8789,8789,472.5
12/30/20 0:40:20,1609288820,8789,8789,487.2
12/30/20 0:40:21,1609288821,8789.2,8789.2,487.2
12/30/20 0:40:22,1609288822,8789.3,8789.3,493.7
12/30/20 0:40:23,1609288823,8789.5,8789.5,493.9
12/30/20 0:40:24,1609288824,8789.6,8789.6,493.9
12/30/20 0:40:25,1609288825,8789.7,8789.7,476.7
12/30/20 0:40:26,1609288826,8789.8,8789.8,479.1
12/30/20 0:40:27,1609288827,8790,8790,479.1
12/30/20 0:40:28,1609288828,8790.2,8790.2,501.2
12/30/20 0:40:29,1609288829,8790.2,8790.2,501.2
12/30/20 0:40:30,1609288830,8790.4,8790.4,500
12/30/20 0:40:31,1609288831,8790.6,8790.6,500
12/30/20 0:40:32,1609288832,8790.7,8790.7,511.7
12/30/20 0:40:33,1609288833,8790.9,8790.9,511.7
12/30/20 0:40:34,1609288834,8791,8791,503.6
12/30/20 0:40:35,1609288835,8791.1,8791.1,520.6
12/30/20 0:40:36,1609288836,8791.3,8791.3,520.6
12/30/20 0:40:37,1609288837,8791.5,8791.5,520.6
12/30/20 0:40:38,1609288838,8791.6,8791.6,517.2
12/30/20 0:40:39,1609288839,8791.7,8791.7,516.2
12/30/20 0:40:40,1609288840,8791.8,8791.8,545.9
12/30/20 0:40:41,1609288841,8792,8792,545.9
12/30/20 0:40:42,1609288842,8792.1,8792.1,544.7
12/30/20 0:40:43,1609288843,8792.3,8792.3,542.3
12/30/20 0:40:44,1609288844,8792.4,8792.4,548.9
12/30/20 0:40:45,1609288845,8792.5,8792.5,548.9
12/30/20 0:40:46,1609288846,8792.7,8792.7,497.2
12/30/20 0:40:47,1609288847,8792.7,8792.7,497.2
12/30/20 0:40:48,1609288848,8792.9,8792.9,497.2
12/30/20 0:40:49,1609288849,8793.1,8793.1,494.5
12/30/20 0:40:50,1609288850,8793.1,8793.1,477.7
12/30/20 0:40:51,1609288851,8793.4,8793.4,477.7
12/30/20 0:40:52,1609288852,8793.4,8793.4,477.7
12/30/20 0:40:53,1609288853,8793.6,8793.6,540
12/30/20 0:40:54,1609288854,8793.7,8793.7,540
12/30/20 0:40:55,1609288855,8793.8,8793.8,513.8
12/30/20 0:40:56,1609288856,8794,8794,504.6
12/30/20 0:40:57,1609288857,8794.1,8794.1,504.6
12/30/20 0:40:58,1609288858,8794.2,8794.2,497.2
12/30/20 0:40:59,1609288859,8794.2,8794.2,497.2
12/30/20 0:41:00,1609288860,8794.2,8794.2,497.2
12/30/20 0:41:01,1609288861,8794,8794.2,0
12/30/20 0:41:02,1609288862,8793.4,8794.2,0
12/30/20 0:41:03,1609288863,8792.6,8794.2,0
12/30/20 0:41:04,1609288864,8792.4,8794.2,0
12/30/20 0:41:05,1609288865,8792.4,8794.2,0
12/30/20 0:41:06,1609288866,8792.4,8794.2,0
12/30/20 0:41:07,1609288867,8792.4,8794.2,0
12/30/20 0:41:08,1609288868,8792.4,8794.2,0
12/30/20 0:41:09,1609288869,8792.5,8794.2,0
12/30/20 0:41:10,1609288870,8792.6,8794.2,0
12/30/20 0:41:11,1609288871,8792.8,8794.2,0
12/30/20 0:41:12,1609288872,8792.8,8794.2,0
12/30/20 0:41:13,1609288873,8792.7,8794.2,0
12/30/20 0:41:14,1609288874,8792.5,8794.2,0
